protein,idx,rmsd
6h7e__1__1.A__1.C,2,0.773559
6h7e__1__1.A__1.C,3,1.18378
6h7e__1__1.A__1.C,4,0.796844
6hmh__1__1.A__1.B_1.D_1.E,0,9.2785
6hmh__1__1.A__1.B_1.D_1.E,1,9.39545
6hmh__1__1.A__1.B_1.D_1.E,2,10.3135
6hmh__1__1.A__1.B_1.D_1.E,3,7.15302
6hmh__1__1.A__1.B_1.D_1.E,4,7.3756
6hvj__1__1.A__1.B,0,2.18515
6hvj__1__1.A__1.B,1,2.20749
6hvj__1__1.A__1.B,2,2.18293
6hvj__1__1.A__1.B,3,0.766982
6hvj__1__1.A__1.B,4,0.800263
6i1g__2__1.B__1.D,0,1.29077
6i1g__2__1.B__1.D,1,1.28156
6i1g__2__1.B__1.D,2,1.325
6i1g__2__1.B__1.D,3,1.28995
6i1g__2__1.B__1.D,4,1.19058
6i1h__2__1.B__1.D,0,2.5028
6i1h__2__1.B__1.D,1,2.60451
6i1h__2__1.B__1.D,2,2.53928
6i1h__2__1.B__1.D,3,2.49319
6i1h__2__1.B__1.D,4,2.5364
6i34__1__1.B__1.L,0,0.543083
6i34__1__1.B__1.L,1,0.585512
6i34__1__1.B__1.L,2,0.625505
6i34__1__1.B__1.L,3,0.644879
6i34__1__1.B__1.L,4,0.54844
6i5p__4__1.G__1.H,0,12.5175
6i5p__4__1.G__1.H,1,5.79774
6i5p__4__1.G__1.H,2,5.99271
6i5p__4__1.G__1.H,3,12.6846
6i5p__4__1.G__1.H,4,12.5826
6i6r__2__1.B__1.M,0,30.0531
6i6r__2__1.B__1.M,1,29.5187
6i6r__2__1.B__1.M,2,30.1529
6i6r__2__1.B__1.M,3,30.0796
6i6r__2__1.B__1.M,4,30.4011
6i6x__1__1.A__1.G,0,30.5696
6i6x__1__1.A__1.G,1,30.6272
6i6x__1__1.A__1.G,2,30.6141
6i6x__1__1.A__1.G,3,30.7304
6i6x__1__1.A__1.G,4,30.8883
6i6x__2__1.B__1.E,0,31.312
6i6x__2__1.B__1.E,1,31.59
6i6x__2__1.B__1.E,2,31.6114
6i6x__2__1.B__1.E,3,31.1312
6i6x__2__1.B__1.E,4,31.0833
6i6x__2__1.B__1.S,0,1.12984
6i6x__2__1.B__1.S,1,0.703895
6i6x__2__1.B__1.S,2,1.06655
6i6x__2__1.B__1.S,3,1.07455
6i6x__2__1.B__1.S,4,1.04285
6iik__1__1.B__1.D,0,0.635772
6iik__1__1.B__1.D,1,0.441558
6iik__1__1.B__1.D,2,0.624745
6iik__1__1.B__1.D,3,0.929575
6iik__1__1.B__1.D,4,0.68037
6iil__1__1.B__1.D,0,1.3619
6iil__1__1.B__1.D,1,0.928098
6iil__1__1.B__1.D,2,1.02757
6iil__1__1.B__1.D,3,0.923174
6iil__1__1.B__1.D,4,1.24779
6imj__1__1.A__1.E_1.G_1.H,0,0.875961
6imj__1__1.A__1.E_1.G_1.H,1,0.990522
6imj__1__1.A__1.E_1.G_1.H,2,0.940506
6imj__1__1.A__1.E_1.G_1.H,3,1.17168
6imj__1__1.A__1.E_1.G_1.H,4,4.94292
6iqx__2__1.B__1.Q,0,22.861
6iqx__2__1.B__1.Q,1,24.9123
6iqx__2__1.B__1.Q,2,23.0329
6iqx__2__1.B__1.Q,3,34.9135
6iqx__2__1.B__1.Q,4,7.32318
6iqy__2__1.B__1.S,0,9.12748
6iqy__2__1.B__1.S,1,17.7243
6iqy__2__1.B__1.S,2,53.5429
6iqy__2__1.B__1.S,3,35.8902
6iqy__2__1.B__1.S,4,34.5779
6jo0__1__1.A__1.B,0,0.193704
6jo0__1__1.A__1.B,1,0.170477
6jo0__1__1.A__1.B,2,0.182134
6jo0__1__1.A__1.B,3,0.188348
6jo0__1__1.A__1.B,4,0.18341
6kfe__1__1.A_2.A__1.D,0,24.1568
6kfe__1__1.A_2.A__1.D,1,23.8659
6kfe__1__1.A_2.A__1.D,2,24.0937
6kfe__1__1.A_2.A__1.D,3,24.0191
6kfe__1__1.A_2.A__1.D,4,23.9288
6kx8__2__1.B__1.D,0,1.11449
6kx8__2__1.B__1.D,1,1.20366
6kx8__2__1.B__1.D,2,1.07045
6kx8__2__1.B__1.D,3,0.984234
6kx8__2__1.B__1.D,4,0.999274
6l3r__1__1.A__1.E,0,0.487964
6l3r__1__1.A__1.E,1,0.915408
6l3r__1__1.A__1.E,2,0.52647
6l3r__1__1.A__1.E,3,0.405195
6l3r__1__1.A__1.E,4,0.400766
6lel__1__1.A_2.B__1.C,0,0.689155
6lel__1__1.A_2.B__1.C,1,0.610955
6lel__1__1.A_2.B__1.C,2,0.565722
6lel__1__1.A_2.B__1.C,3,0.57291
6lel__1__1.A_2.B__1.C,4,0.568825
6lfr__1__1.A__1.B,0,0.45361
6lfr__1__1.A__1.B,1,0.418187
6lfr__1__1.A__1.B,2,0.468938
6lfr__1__1.A__1.B,3,0.455101
6lfr__1__1.A__1.B,4,0.43639
6lft__1__1.A__1.B_1.C,0,0.614852
6lft__1__1.A__1.B_1.C,1,0.643035
6lft__1__1.A__1.B_1.C,2,0.651221
6lft__1__1.A__1.B_1.C,3,0.657179
6lft__1__1.A__1.B_1.C,4,0.655688
6lil__1__1.B__1.K,0,2.4171
6lil__1__1.B__1.K,1,1.98232
6lil__1__1.B__1.K,2,1.87468
6lil__1__1.B__1.K,3,2.04201
6lil__1__1.B__1.K,4,1.87969
6lq9__1__1.C__1.J,0,1.01838
6lq9__1__1.C__1.J,1,1.0362
6lq9__1__1.C__1.J,2,0.936883
6lq9__1__1.C__1.J,3,1.11661
6lq9__1__1.C__1.J,4,1.91999
6lsa__2__1.D__1.E,0,47.0344
6lsa__2__1.D__1.E,1,44.8332
6lsa__2__1.D__1.E,2,44.75
6lsa__2__1.D__1.E,3,44.5783
6lsa__2__1.D__1.E,4,45.158
6m06__2__1.B__1.D,0,0.75133
6m06__2__1.B__1.D,1,0.82495
6m06__2__1.B__1.D,2,0.82902
6m06__2__1.B__1.D,3,0.838064
6m06__2__1.B__1.D,4,0.89298
6m47__1__1.A__1.G,0,2.37994
6m47__1__1.A__1.G,1,2.04758
6m47__1__1.A__1.G,2,2.11365
6m47__1__1.A__1.G,3,2.46837
6m47__1__1.A__1.G,4,2.17352
6mcj__1__1.A__1.C,0,27.7767
6mcj__1__1.A__1.C,1,27.6579
6mcj__1__1.A__1.C,2,7.64283
6mcj__1__1.A__1.C,3,9.59825
6mcj__1__1.A__1.C,4,6.40673
6ms8__1__1.A__1.I,0,0.538375
6ms8__1__1.A__1.I,1,0.528024
6ms8__1__1.A__1.I,2,0.448289
6ms8__1__1.A__1.I,3,0.460026
6ms8__1__1.A__1.I,4,0.450688
6o9x__1__1.A__1.B,0,0.833672
6o9x__1__1.A__1.B,1,1.16369
6o9x__1__1.A__1.B,2,1.45076
6o9x__1__1.A__1.B,3,1.61709
6o9x__1__1.A__1.B,4,0.68905
6oa1__1__1.A__1.B,0,1.95288
6oa1__1__1.A__1.B,1,1.78005
6oa1__1__1.A__1.B,2,3.76821
6oa1__1__1.A__1.B,3,3.58369
6oa1__1__1.A__1.B,4,3.41396
6oa3__1__1.A__1.B,0,0.642397
6oa3__1__1.A__1.B,1,0.613852
6oa3__1__1.A__1.B,2,0.770387
6oa3__1__1.A__1.B,3,1.41273
6oa3__1__1.A__1.B,4,2.60338
6oug__1__1.A_1.B_1.C_1.D__1.I,0,22.9319
6oug__1__1.A_1.B_1.C_1.D__1.I,1,18.7362
6oug__1__1.A_1.B_1.C_1.D__1.I,2,18.0079
6oug__1__1.A_1.B_1.C_1.D__1.I,3,18.219
6oug__1__1.A_1.B_1.C_1.D__1.I,4,17.8643
6pai__1__1.B_1.C__1.G,0,21.2198
6pai__1__1.B_1.C__1.G,1,20.5219
6pai__1__1.B_1.C__1.G,2,20.4258
6pai__1__1.B_1.C__1.G,3,20.6838
6pai__1__1.B_1.C__1.G,4,20.4487
6pe3__1__1.A__1.B,0,0.735323
6pe3__1__1.A__1.B,1,0.915859
6pe3__1__1.A__1.B,2,0.857704
6pe3__1__1.A__1.B,3,0.814308
6pe3__1__1.A__1.B,4,0.808547
6peu__1__1.A_1.E__1.I_1.J_1.K,0,90.1511
6peu__1__1.A_1.E__1.I_1.J_1.K,1,25.5646
6peu__1__1.A_1.E__1.I_1.J_1.K,2,90.7274
6peu__1__1.A_1.E__1.I_1.J_1.K,3,25.9304
6peu__1__1.A_1.E__1.I_1.J_1.K,4,18.7296
6pgu__1__1.A__1.C,0,0.594193
6pgu__1__1.A__1.C,1,0.613271
6pgu__1__1.A__1.C,2,0.584776
6pgu__1__1.A__1.C,3,0.560977
6pgu__1__1.A__1.C,4,0.54905
6pyy__1__1.D__1.P,0,1.9791
6pyy__1__1.D__1.P,1,1.94597
6pyy__1__1.D__1.P,2,1.75255
6pyy__1__1.D__1.P,3,1.92067
6pyy__1__1.D__1.P,4,2.06739
6q8n__2__1.B__1.W,0,29.2355
6q8n__2__1.B__1.W,1,29.4956
6q8n__2__1.B__1.W,2,29.5242
6q8n__2__1.B__1.W,3,29.539
6q8n__2__1.B__1.W,4,29.3422
6qp8__1__1.B__1.I,0,49.2623
6qp8__1__1.B__1.I,1,60.9046
6qp8__1__1.B__1.I,2,61.0232
6qp8__1__1.B__1.I,3,59.2972
6qp8__1__1.B__1.I,4,27.9677
6qpl__1__1.A__1.E_1.F,0,3.39916
6qpl__1__1.A__1.E_1.F,1,0.885313
6qpl__1__1.A__1.E_1.F,2,0.781845
6qpl__1__1.A__1.E_1.F,3,3.78369
6qpl__1__1.A__1.E_1.F,4,1.69308
6qvg__1__1.A_1.B__1.L,0,37.7624
6qvg__1__1.A_1.B__1.L,1,37.4097
6qvg__1__1.A_1.B__1.L,2,37.6076
6qvg__1__1.A_1.B__1.L,3,36.8114
6qvg__1__1.A_1.B__1.L,4,37.3543
6r4y__1__1.A_1.D__1.D_1.E,0,26.3347
6r4y__1__1.A_1.D__1.D_1.E,1,24.2205
6r4y__1__1.A_1.D__1.D_1.E,2,28.3426
6r4y__1__1.A_1.D__1.D_1.E,3,28.8505
6r4y__1__1.A_1.D__1.D_1.E,4,18.9426
6rtw__1__1.A__1.D,0,48.3044
6rtw__1__1.A__1.D,1,48.0067
6rtw__1__1.A__1.D,2,48.4888
6rtw__1__1.A__1.D,3,48.36
6rtw__1__1.A__1.D,4,50.3043
6sh1__1__1.A__1.D,0,43.9067
6sh1__1__1.A__1.D,1,44.1269
6sh1__1__1.A__1.D,2,44.0509
6sh1__1__1.A__1.D,3,43.8804
6sh1__1__1.A__1.D,4,44.0758
6tlk__2__1.D__1.R,0,1.83125
6tlk__2__1.D__1.R,1,1.78281
6tlk__2__1.D__1.R,2,1.83992
6tlk__2__1.D__1.R,3,1.81417
6tlk__2__1.D__1.R,4,1.86907
6tn2__1__1.A__1.B,0,2.094
6tn2__1__1.A__1.B,1,1.97601
6tn2__1__1.A__1.B,2,1.7363
6tn2__1__1.A__1.B,3,0.961562
6tn2__1__1.A__1.B,4,1.14355
6tvn__4__1.D__1.L,0,1.0788
6tvn__4__1.D__1.L,1,1.25433
6tvn__4__1.D__1.L,2,1.07963
6tvn__4__1.D__1.L,3,1.29141
6tvn__4__1.D__1.L,4,1.17042
6u5y__2__1.B__1.D,0,0.964168
6u5y__2__1.B__1.D,1,1.01491
6u5y__2__1.B__1.D,2,0.96016
6u5y__2__1.B__1.D,3,0.966141
6u5y__2__1.B__1.D,4,1.00409
6uik__1__1.A__1.C,0,0.47371
6uik__1__1.A__1.C,1,0.279725
6uik__1__1.A__1.C,2,0.500156
6uik__1__1.A__1.C,3,0.308254
6uik__1__1.A__1.C,4,0.343136
6ujj__1__1.A__1.B,0,0.707691
6ujj__1__1.A__1.B,1,0.646103
6ujj__1__1.A__1.B,2,0.686691
6ujj__1__1.A__1.B,3,0.468631
6ujj__1__1.A__1.B,4,3.92622
6ul2__3__1.C__1.W,0,0.669715
6ul2__3__1.C__1.W,1,0.520514
6ul2__3__1.C__1.W,2,0.684216
6ul2__3__1.C__1.W,3,0.519906
6ul2__3__1.C__1.W,4,0.541224
6w8z__1__1.A__1.E,0,0.456885
6w8z__1__1.A__1.E,1,0.44781
6w8z__1__1.A__1.E,2,0.453687
6w8z__1__1.A__1.E,3,0.430984
6w8z__1__1.A__1.E,4,0.45754
6wk8__1__1.A_1.B_1.D__1.F,0,30.526
6wk8__1__1.A_1.B_1.D__1.F,1,27.329
6wk8__1__1.A_1.B_1.D__1.F,2,33.7208
6wk8__1__1.A_1.B_1.D__1.F,3,28.371
6wk8__1__1.A_1.B_1.D__1.F,4,34.1138
6wo4__1__1.B__1.E,0,32.2237
6wo4__1__1.B__1.E,1,31.7228
6wo4__1__1.B__1.E,2,19.2497
6wo4__1__1.B__1.E,3,32.8261
6wo4__1__1.B__1.E,4,18.203
6wqt__1__1.A__1.C,0,0.990431
6wqt__1__1.A__1.C,1,2.60566
6wqt__1__1.A__1.C,2,2.38875
6wqt__1__1.A__1.C,3,2.45227
6wqt__1__1.A__1.C,4,2.21906
6wuu__1__1.A__1.E,0,2.55497
6wuu__1__1.A__1.E,1,2.529
6wuu__1__1.A__1.E,2,2.54188
6wuu__1__1.A__1.E,3,2.41638
6wuu__1__1.A__1.E,4,2.53877
6wv7__1__1.A__1.C,0,1.68986
6wv7__1__1.A__1.C,1,1.52157
6wv7__1__1.A__1.C,2,1.83037
6wv7__1__1.A__1.C,3,1.60983
6wv7__1__1.A__1.C,4,0.962708
6wvh__1__1.A__1.C,0,0.488747
6wvh__1__1.A__1.C,1,0.456103
6wvh__1__1.A__1.C,2,0.383427
6wvh__1__1.A__1.C,3,0.601589
6wvh__1__1.A__1.C,4,0.500426
6x5t__2__1.D__1.Q,0,0.258449
6x5t__2__1.D__1.Q,1,0.266944
6x5t__2__1.D__1.Q,2,0.321527
6x5t__2__1.D__1.Q,3,0.322903
6x5t__2__1.D__1.Q,4,0.309485
6x5u__4__2.F__2.X,0,0.383962
6x5u__4__2.F__2.X,1,0.422957
6x5u__4__2.F__2.X,2,0.45698
6x5u__4__2.F__2.X,3,0.446382
6x5u__4__2.F__2.X,4,0.461035
6x6v__3__1.C__1.G,0,0.956268
6x6v__3__1.C__1.G,1,0.990235
6x6v__3__1.C__1.G,2,0.997779
6x6v__3__1.C__1.G,3,1.00309
6x6v__3__1.C__1.G,4,0.88266
6x81__2__1.D_1.E_1.F__1.I_1.J,0,7.49002
6x81__2__1.D_1.E_1.F__1.I_1.J,1,6.92265
6x81__2__1.D_1.E_1.F__1.I_1.J,2,8.08019
6x81__2__1.D_1.E_1.F__1.I_1.J,3,7.57986
6x81__2__1.D_1.E_1.F__1.I_1.J,4,7.72086
6x82__2__1.D_1.E_1.F__1.H,0,6.57615
6x82__2__1.D_1.E_1.F__1.H,1,6.93117
6x82__2__1.D_1.E_1.F__1.H,2,5.3126
6x82__2__1.D_1.E_1.F__1.H,3,6.99887
6x82__2__1.D_1.E_1.F__1.H,4,6.70306
6x9f__1__1.A__1.I,0,0.926597
6x9f__1__1.A__1.I,1,0.818052
6x9f__1__1.A__1.I,2,0.837135
6x9f__1__1.A__1.I,3,0.903348
6x9f__1__1.A__1.I,4,0.842775
6xhq__1__1.A_1.B__1.C,0,0.919859
6xhq__1__1.A_1.B__1.C,1,0.734276
6xhq__1__1.A_1.B__1.C,2,0.624996
6xhq__1__1.A_1.B__1.C,3,0.926051
6xhq__1__1.A_1.B__1.C,4,1.27792
6xoo__1__1.A__1.B,0,1.18726
6xoo__1__1.A__1.B,1,1.08904
6xoo__1__1.A__1.B,2,1.16842
6xoo__1__1.A__1.B,3,1.36264
6xoo__1__1.A__1.B,4,1.06064
6xop__1__1.A__1.B,0,1.26548
6xop__1__1.A__1.B,1,0.922743
6xop__1__1.A__1.B,2,1.02574
6xop__1__1.A__1.B,3,1.48086
6xop__1__1.A__1.B,4,1.5743
6y5m__1__1.A__1.I,0,8.34279
6y5m__1__1.A__1.I,1,6.81858
6y5m__1__1.A__1.I,2,7.84801
6y5m__1__1.A__1.I,3,8.16264
6y5m__1__1.A__1.I,4,8.05979
6y87__6__1.F__1.O,0,0.612054
6y87__6__1.F__1.O,1,0.528151
6y87__6__1.F__1.O,2,0.595299
6y87__6__1.F__1.O,3,0.572045
6y87__6__1.F__1.O,4,0.554736
6y88__6__1.F__1.U,0,0.369838
6y88__6__1.F__1.U,1,0.396541
6y88__6__1.F__1.U,2,0.653854
6y88__6__1.F__1.U,3,0.405391
6y88__6__1.F__1.U,4,0.386742
6yab__2__1.B__1.I,0,0.350343
6yab__2__1.B__1.I,1,0.257217
6yab__2__1.B__1.I,2,0.309643
6yab__2__1.B__1.I,3,0.275625
6yab__2__1.B__1.I,4,0.315252
6ykb__1__1.A__1.C,0,0.39386
6ykb__1__1.A__1.C,1,0.376013
6ykb__1__1.A__1.C,2,0.434665
6ykb__1__1.A__1.C,3,0.464778
6ykb__1__1.A__1.C,4,1.00504
6yx0__2__1.B_1.D__1.D_1.F,0,23.3385
6yx0__2__1.B_1.D__1.D_1.F,1,23.1731
6yx0__2__1.B_1.D__1.D_1.F,2,22.2746
6yx0__2__1.B_1.D__1.D_1.F,3,20.8397
6yx0__2__1.B_1.D__1.D_1.F,4,23.2021
6yy6__1__1.A__1.E,0,0.166295
6yy6__1__1.A__1.E,1,0.294562
6yy6__1__1.A__1.E,2,0.228372
6yy6__1__1.A__1.E,3,0.269732
6yy6__1__1.A__1.E,4,0.334295
6yyd__1__1.A__1.B,0,1.41965
6yyd__1__1.A__1.B,1,1.3949
6yyd__1__1.A__1.B,2,1.40134
6yyd__1__1.A__1.B,3,1.42045
6yyd__1__1.A__1.B,4,1.40416
6zbo__1__1.A__1.G_1.H,0,1.23603
6zbo__1__1.A__1.G_1.H,1,1.70594
6zbo__1__1.A__1.G_1.H,2,3.19557
6zbo__1__1.A__1.G_1.H,3,8.61664
6zbo__1__1.A__1.G_1.H,4,1.1158
6zc8__1__1.A__1.C,0,1.51846
6zc8__1__1.A__1.C,1,1.42512
6zc8__1__1.A__1.C,2,1.3261
6zc8__1__1.A__1.C,3,1.63935
6zc8__1__1.A__1.C,4,0.868432
6zxb__1__1.B__1.L_1.N_1.O,0,18.7389
6zxb__1__1.B__1.L_1.N_1.O,1,19.5779
6zxb__1__1.B__1.L_1.N_1.O,2,22.932
6zxb__1__1.B__1.L_1.N_1.O,3,18.1653
6zxb__1__1.B__1.L_1.N_1.O,4,24.5065
7a5x__1__1.B__1.G,0,1.07262
7a5x__1__1.B__1.G,1,1.49175
7a5x__1__1.B__1.G,2,1.43713
7a5x__1__1.B__1.G,3,1.54644
7a5x__1__1.B__1.G,4,1.49239
7a9z__2__1.B_2.A__2.C,0,17.8516
7a9z__2__1.B_2.A__2.C,1,17.9117
7a9z__2__1.B_2.A__2.C,2,17.9241
7a9z__2__1.B_2.A__2.C,3,17.8687
7a9z__2__1.B_2.A__2.C,4,17.9581
7ac8__3__1.E__1.K,0,1.50621
7ac8__3__1.E__1.K,1,1.62212
7ac8__3__1.E__1.K,2,1.22474
7ac8__3__1.E__1.K,3,1.4194
7ac8__3__1.E__1.K,4,10.1791
7akw__1__1.A__1.D,0,0.323755
7akw__1__1.A__1.D,1,0.319589
7akw__1__1.A__1.D,2,0.283944
7akw__1__1.A__1.D,3,0.12911
7akw__1__1.A__1.D,4,0.290764
7bht__1__1.A_2.A__2.C,0,36.8769
7bht__1__1.A_2.A__2.C,1,36.1918
7bht__1__1.A_2.A__2.C,2,35.6453
7bht__1__1.A_2.A__2.C,3,37.6969
7bht__1__1.A_2.A__2.C,4,37.3865
7bo7__1__1.A__1.C,0,0.635712
7bo7__1__1.A__1.C,1,0.743584
7bo7__1__1.A__1.C,2,0.79373
7bo7__1__1.A__1.C,3,0.663015
7bo7__1__1.A__1.C,4,0.703769
7c1y__1__1.A_1.B__1.D,0,0.325935
7c1y__1__1.A_1.B__1.D,1,0.289119
7c1y__1__1.A_1.B__1.D,2,0.307007
7c1y__1__1.A_1.B__1.D,3,0.280397
7c1y__1__1.A_1.B__1.D,4,0.304665
7c6b__2__1.B__1.E,0,0.684389
7c6b__2__1.B__1.E,1,0.899176
7c6b__2__1.B__1.E,2,0.970969
7c6b__2__1.B__1.E,3,0.746426
7c6b__2__1.B__1.E,4,0.687203
7cbb__1__1.A__1.C,0,1.20333
7cbb__1__1.A__1.C,1,1.54536
7cbb__1__1.A__1.C,2,1.55431
7cbb__1__1.A__1.C,3,1.69278
7cbb__1__1.A__1.C,4,0.886219
7cfd__1__1.A__1.B,0,9.54565
7cfd__1__1.A__1.B,1,9.37979
7cfd__1__1.A__1.B,2,10.6962
7cfd__1__1.A__1.B,3,4.44052
7cfd__1__1.A__1.B,4,9.35462
7cfd__5__1.G__1.H,0,9.95394
7cfd__5__1.G__1.H,1,9.11642
7cfd__5__1.G__1.H,2,7.80121
7cfd__5__1.G__1.H,3,7.30722
7cfd__5__1.G__1.H,4,8.76486
7cpr__1__1.F_1.J__1.P,0,0.909879
7cpr__1__1.F_1.J__1.P,1,1.03607
7cpr__1__1.F_1.J__1.P,2,0.872714
7cpr__1__1.F_1.J__1.P,3,0.798784
7cpr__1__1.F_1.J__1.P,4,0.873286
7crz__1__1.A__1.B_1.C,0,24.4964
7crz__1__1.A__1.B_1.C,1,25.1156
7crz__1__1.A__1.B_1.C,2,24.8198
7crz__1__1.A__1.B_1.C,3,25.3025
7crz__1__1.A__1.B_1.C,4,28.5863
7d2f__1__1.A__1.C,0,0.83733
7d2f__1__1.A__1.C,1,0.78462
7d2f__1__1.A__1.C,2,0.709666
7d2f__1__1.A__1.C,3,0.73539
7d2f__1__1.A__1.C,4,0.987942
7d7u__3__1.C__1.F,0,2.27546
7d7u__3__1.C__1.F,1,2.30131
7d7u__3__1.C__1.F,2,0.379748
7d7u__3__1.C__1.F,3,0.559409
7d7u__3__1.C__1.F,4,0.474486
7db7__1__2.A__2.C,0,5.37525
7db7__1__2.A__2.C,1,5.02523
7db7__1__2.A__2.C,2,5.21096
7db7__1__2.A__2.C,3,5.00997
7db7__1__2.A__2.C,4,1.54416
7e8q__1__1.A_1.C_1.D__1.J,0,45.9971
7e8q__1__1.A_1.C_1.D__1.J,1,44.7923
7e8q__1__1.A_1.C_1.D__1.J,2,46.2893
7e8q__1__1.A_1.C_1.D__1.J,3,45.7988
7e8q__1__1.A_1.C_1.D__1.J,4,45.9172
7ee5__1__1.A__1.H,0,0.311651
7ee5__1__1.A__1.H,1,0.492464
7ee5__1__1.A__1.H,2,0.564363
7ee5__1__1.A__1.H,3,0.487972
7ee5__1__1.A__1.H,4,0.454362
7em1__1__1.A__1.D,0,24.299
7em1__1__1.A__1.D,1,24.3944
7em1__1__1.A__1.D,2,24.4399
7em1__1__1.A__1.D,3,24.3517
7em1__1__1.A__1.D,4,24.4379
7k5m__1__1.B__1.I,0,1.30793
7k5m__1__1.B__1.I,1,1.38757
7k5m__1__1.B__1.I,2,1.3048
7k5m__1__1.B__1.I,3,1.41535
7k5m__1__1.B__1.I,4,1.27656
7kcy__1__1.A__1.B,0,0.885796
7kcy__1__1.A__1.B,1,0.979396
7kcy__1__1.A__1.B,2,1.12739
7kcy__1__1.A__1.B,3,0.587807
7kcy__1__1.A__1.B,4,0.909457
7khx__1__1.B__1.E,0,19.6092
7khx__1__1.B__1.E,1,19.2405
7khx__1__1.B__1.E,2,17.2395
7khx__1__1.B__1.E,3,19.6521
7khx__1__1.B__1.E,4,17.9578
7kid__1__1.A__1.G,0,0.506879
7kid__1__1.A__1.G,1,0.488126
7kid__1__1.A__1.G,2,0.579274
7kid__1__1.A__1.G,3,0.390684
7kid__1__1.A__1.G,4,0.572571
7li5__1__1.A__1.C,0,6.06607
7li5__1__1.A__1.C,1,5.96941
7li5__1__1.A__1.C,2,5.99153
7li5__1__1.A__1.C,3,5.64755
7li5__1__1.A__1.C,4,5.96452
7loo__1__1.C_1.D__1.FA_1.HA,0,21.0781
7loo__1__1.C_1.D__1.FA_1.HA,1,21.0759
7loo__1__1.C_1.D__1.FA_1.HA,2,21.0709
7loo__1__1.C_1.D__1.FA_1.HA,3,20.9937
7loo__1__1.C_1.D__1.FA_1.HA,4,20.7037
7m2o__1__1.A__1.B_1.C,0,10.5497
7m2o__1__1.A__1.B_1.C,1,7.84248
7m2o__1__1.A__1.B_1.C,2,11.9695
7m2o__1__1.A__1.B_1.C,3,8.57925
7m2o__1__1.A__1.B_1.C,4,6.88974
7mfp__1__1.A_1.B__1.I,0,30.5928
7mfp__1__1.A_1.B__1.I,1,30.6131
7mfp__1__1.A_1.B__1.I,2,30.5074
7mfp__1__1.A_1.B__1.I,3,30.5103
7mfp__1__1.A_1.B__1.I,4,30.5809
7n4w__1__2.A__2.D,0,8.28844
7n4w__1__2.A__2.D,1,8.25961
7n4w__1__2.A__2.D,2,8.2552
7n4w__1__2.A__2.D,3,3.23703
7n4w__1__2.A__2.D,4,0.805182
7n54__1__1.B__1.H,0,0.52132
7n54__1__1.B__1.H,1,0.528805
7n54__1__1.B__1.H,2,0.584855
7n54__1__1.B__1.H,3,0.604395
7n54__1__1.B__1.H,4,0.557662
7nag__2__1.B__1.D,0,1.1336
7nag__2__1.B__1.D,1,1.23175
7nag__2__1.B__1.D,2,1.09949
7nag__2__1.B__1.D,3,1.06946
7nag__2__1.B__1.D,4,1.03135
7nah__2__1.B__1.D,0,0.644425
7nah__2__1.B__1.D,1,1.00711
7nah__2__1.B__1.D,2,0.77437
7nah__2__1.B__1.D,3,0.663583
7nah__2__1.B__1.D,4,0.815009
7nn0__2__1.B__1.J,0,2.95497
7nn0__2__1.B__1.J,1,2.79491
7nn0__2__1.B__1.J,2,2.83102
7nn0__2__1.B__1.J,3,2.84054
7nn0__2__1.B__1.J,4,3.15552
7oa4__4__1.D__1.S_1.T_1.U_1.V,0,1.41853
7oa4__4__1.D__1.S_1.T_1.U_1.V,1,21.151
7oa4__4__1.D__1.S_1.T_1.U_1.V,2,1.97044
7oa4__4__1.D__1.S_1.T_1.U_1.V,3,1.74666
7oa4__4__1.D__1.S_1.T_1.U_1.V,4,3.76643
7okt__1__1.A__1.E,0,33.9495
7okt__1__1.A__1.E,1,34.8329
7okt__1__1.A__1.E,2,23.7522
7okt__1__1.A__1.E,3,21.0887
7okt__1__1.A__1.E,4,20.8943
7ow2__1__1.A_1.C_1.E_1.G__1.E_1.G,0,108.002
7ow2__1__1.A_1.C_1.E_1.G__1.E_1.G,1,105.42
7ow2__1__1.A_1.C_1.E_1.G__1.E_1.G,2,106.295
7ow2__1__1.A_1.C_1.E_1.G__1.E_1.G,3,108.722
7ow2__1__1.A_1.C_1.E_1.G__1.E_1.G,4,104.757
7p3b__1__1.A__1.C_1.D_1.E,0,0.631315
7p3b__1__1.A__1.C_1.D_1.E,1,0.636681
7p3b__1__1.A__1.C_1.D_1.E,2,0.699645
7p3b__1__1.A__1.C_1.D_1.E,3,0.679212
7p3b__1__1.A__1.C_1.D_1.E,4,0.561315
7plr__3__1.C__1.O_1.P_1.Q_1.R,0,1.17115
7plr__3__1.C__1.O_1.P_1.Q_1.R,1,1.26561
7plr__3__1.C__1.O_1.P_1.Q_1.R,2,0.947937
7plr__3__1.C__1.O_1.P_1.Q_1.R,3,1.03692
7plr__3__1.C__1.O_1.P_1.Q_1.R,4,1.03662
7pz1__1__1.A__1.D,0,0.476534
7pz1__1__1.A__1.D,1,0.484505
7pz1__1__1.A__1.D,2,0.477851
7pz1__1__1.A__1.D,3,0.423763
7pz1__1__1.A__1.D,4,0.434209
7qea__1__1.A__1.C,0,0.509412
7qea__1__1.A__1.C,1,0.4771
7qea__1__1.A__1.C,2,0.515398
7qea__1__1.A__1.C,3,0.4238
7qea__1__1.A__1.C,4,0.540456
7qox__1__1.A__1.D,0,8.2639
